(14,10,7)

(26,11,7)

(23,12,4)

(36,12,5)

(25,16,7)

(4,18,5)

(29,18,2)

(42,18,6)

(15,19,5)

(35,19,6)

(47,19,3)

(22,20,2)

(6,21,6)

(37,21,3)

(43,22,4)

(24,23,5)

(28,23,6)

(39,23,4)

(20,24,2)

(12,25,1)

(40,25,6)

(19,26,3)

(8,27,1)

(30,27,1)

(21,28,1)

(18,30,2)

(49,33,7)

(50,33,4)

(2,35,2)

(16,35,2)

(45,35,3)

(27,37,3)

(44,37,7)

(48,37,2)

(13,38,1)

(31,38,1)

(32,38,4)

(41,38,4)

(17,39,6)

(46,39,4)

(1,40,4)

Queue 1: 
(10,2,1)


Queue 2: 
(33,4,6)


Queue 3 empty

Queue 4 empty

Queue 5 empty

Time5

Waiting Clients:

(3,6,4)

(9,8,5)

(11,8,3)

(38,8,5)

(5,9,2)

(34,9,6)

(14,10,7)

(26,11,7)

(23,12,4)

(36,12,5)

(25,16,7)

(4,18,5)

(29,18,2)

(42,18,6)

(15,19,5)

(35,19,6)

(47,19,3)

(22,20,2)

(6,21,6)

(37,21,3)

(43,22,4)

(24,23,5)

(28,23,6)

(39,23,4)

(20,24,2)

(12,25,1)

(40,25,6)

(19,26,3)

(8,27,1)

(30,27,1)

(21,28,1)

(18,30,2)

(49,33,7)

(50,33,4)

(2,35,2)

(16,35,2)

(45,35,3)

(27,37,3)

(44,37,7)

(48,37,2)

(13,38,1)

(31,38,1)

(32,38,4)

(41,38,4)

(17,39,6)

(46,39,4)

(1,40,4)

Queue 1: 
(7,5,4)


Queue 2: 
(33,4,5)


Queue 3 empty

Queue 4 empty

Queue 5 empty

Time6

Waiting Clients:

(9,8,5)

(11,8,3)

(38,8,5)

(5,9,2)

(34,9,6)

(14,10,7)

(26,11,7)

(23,12,4)

(36,12,5)

(25,16,7)

(4,18,5)

(29,18,2)

(42,18,6)

(15,19,5)

(35,19,6)

(47,19,3)

(22,20,2)

(6,21,6)

(37,21,3)

(43,22,4)

(24,23,5)

(28,23,6)

(39,23,4)

(20,24,2)

(12,25,1)

(40,25,6)

(19,26,3)

(8,27,1)

(30,27,1)

(21,28,1)

(18,30,2)

(49,33,7)

(50,33,4)

(2,35,2)

(16,35,2)

(45,35,3)

(27,37,3)

(44,37,7)

(48,37,2)

(13,38,1)

(31,38,1)

(32,38,4)

(41,38,4)

(17,39,6)

(46,39,4)

(1,40,4)

Queue 1: 
(7,5,3)


Queue 2: 
(33,4,4)


Queue 3: 
(3,6,4)


Queue 4 empty

Queue 5 empty

Time7

Waiting Clients:

(9,8,5)

(11,8,3)

(38,8,5)

(5,9,2)

(34,9,6)

(14,10,7)

(26,11,7)

(23,12,4)

(36,12,5)

(25,16,7)

(4,18,5)

(29,18,2)

(42,18,6)

(15,19,5)

(35,19,6)

(47,19,3)

(22,20,2)

(6,21,6)

(37,21,3)

(43,22,4)

(24,23,5)

(28,23,6)

(39,23,4)

(20,24,2)

(12,25,1)

(40,25,6)

(19,26,3)

(8,27,1)

(30,27,1)

(21,28,1)

(18,30,2)

(49,33,7)

(50,33,4)

(2,35,2)

(16,35,2)

(45,35,3)

(27,37,3)

(44,37,7)

(48,37,2)

(13,38,1)

(31,38,1)

(32,38,4)

(41,38,4)

(17,39,6)

(46,39,4)

(1,40,4)

Queue 1: 
(7,5,2)


Queue 2: 
(33,4,3)


Queue 3: 
(3,6,3)


Queue 4 empty

Queue 5 empty

Time8

Waiting Clients:

(5,9,2)

(34,9,6)

(14,10,7)

(26,11,7)

(23,12,4)

(36,12,5)

(25,16,7)

(4,18,5)

(29,18,2)

(42,18,6)

(15,19,5)

(35,19,6)

(47,19,3)

(22,20,2)

(6,21,6)

(37,21,3)

(43,22,4)

(24,23,5)

(28,23,6)

(39,23,4)

(20,24,2)

(12,25,1)

(40,25,6)

(19,26,3)

(8,27,1)

(30,27,1)

(21,28,1)

(18,30,2)

(49,33,7)

(50,33,4)

(2,35,2)

(16,35,2)

(45,35,3)

(27,37,3)

(44,37,7)

(48,37,2)

(13,38,1)

(31,38,1)

(32,38,4)

(41,38,4)

(17,39,6)

(46,39,4)

(1,40,4)

Queue 1: 
(7,5,1)
(7,5,1)(38,8,5)


Queue 2: 
(33,4,2)


Queue 3: 
(3,6,2)


Queue 4: 
(9,8,5)


Queue 5: 
(11,8,3)


Time9

Waiting Clients:

(14,10,7)

(26,11,7)

(23,12,4)

(36,12,5)

(25,16,7)

(4,18,5)

(29,18,2)

(42,18,6)

(15,19,5)

(35,19,6)

(47,19,3)

(22,20,2)

(6,21,6)

(37,21,3)

(43,22,4)

(24,23,5)

(28,23,6)

(39,23,4)

(20,24,2)

(12,25,1)

(40,25,6)

(19,26,3)

(8,27,1)

(30,27,1)

(21,28,1)

(18,30,2)

(49,33,7)

(50,33,4)

(2,35,2)

(16,35,2)

(45,35,3)

(27,37,3)

(44,37,7)

(48,37,2)

(13,38,1)

(31,38,1)

(32,38,4)

(41,38,4)

(17,39,6)

(46,39,4)

(1,40,4)

Queue 1: 
(38,8,5)
(38,8,5)(5,9,2)


Queue 2: 
(33,4,1)
(33,4,1)(34,9,6)


Queue 3: 
(3,6,1)


Queue 4: 
(9,8,4)


Queue 5: 
(11,8,2)


Time10

Waiting Clients:

(26,11,7)

(23,12,4)

(36,12,5)

(25,16,7)

(4,18,5)

(29,18,2)

(42,18,6)

(15,19,5)

(35,19,6)

(47,19,3)

(22,20,2)

(6,21,6)

(37,21,3)

(43,22,4)

(24,23,5)

(28,23,6)

(39,23,4)

(20,24,2)

(12,25,1)

(40,25,6)

(19,26,3)

(8,27,1)

(30,27,1)

(21,28,1)

(18,30,2)

(49,33,7)

(50,33,4)

(2,35,2)

(16,35,2)

(45,35,3)

(27,37,3)

(44,37,7)

(48,37,2)

(13,38,1)

(31,38,1)

(32,38,4)

(41,38,4)

(17,39,6)

(46,39,4)

(1,40,4)

Queue 1: 
(38,8,4)
(38,8,4)(5,9,2)


Queue 2: 
(34,9,6)


Queue 3: 
(14,10,7)


Queue 4: 
(9,8,3)


Queue 5: 
(11,8,1)


Time11

Waiting Clients:

(23,12,4)

(36,12,5)

(25,16,7)

(4,18,5)

(29,18,2)

(42,18,6)

(15,19,5)

(35,19,6)

(47,19,3)

(22,20,2)

(6,21,6)

(37,21,3)

(43,22,4)

(24,23,5)

(28,23,6)

(39,23,4)

(20,24,2)

(12,25,1)

(40,25,6)

(19,26,3)

(8,27,1)

(30,27,1)

(21,28,1)

(18,30,2)

(49,33,7)

(50,33,4)

(2,35,2)

(16,35,2)

(45,35,3)

(27,37,3)

(44,37,7)

(48,37,2)

(13,38,1)

(31,38,1)

(32,38,4)

(41,38,4)

(17,39,6)

(46,39,4)

(1,40,4)

Queue 1: 
(38,8,3)
(38,8,3)(5,9,2)


Queue 2: 
(34,9,5)


Queue 3: 
(14,10,6)


Queue 4: 
(9,8,2)


Queue 5: 
(26,11,7)


Time12

Waiting Clients:

(25,16,7)

(4,18,5)

(29,18,2)

(42,18,6)

(15,19,5)

(35,19,6)

(47,19,3)

(22,20,2)

(6,21,6)

(37,21,3)

(43,22,4)

(24,23,5)

(28,23,6)

(39,23,4)

(20,24,2)

(12,25,1)

(40,25,6)

(19,26,3)

(8,27,1)

(30,27,1)

(21,28,1)

(18,30,2)

(49,33,7)

(50,33,4)

(2,35,2)

(16,35,2)

(45,35,3)

(27,37,3)

(44,37,7)

(48,37,2)

(13,38,1)

(31,38,1)

(32,38,4)

(41,38,4)

(17,39,6)

(46,39,4)

(1,40,4)

Queue 1: 
(38,8,2)
(38,8,2)(5,9,2)


Queue 2: 
(34,9,4)
(34,9,4)(23,12,4)


Queue 3: 
(14,10,5)
(14,10,5)(36,12,5)


Queue 4: 
(9,8,1)


Queue 5: 
(26,11,6)


Time13

Waiting Clients:

(25,16,7)

(4,18,5)

(29,18,2)

(42,18,6)

(15,19,5)

(35,19,6)

(47,19,3)

(22,20,2)

(6,21,6)

(37,21,3)

(43,22,4)

(24,23,5)

(28,23,6)

(39,23,4)

(20,24,2)

(12,25,1)

(40,25,6)

(19,26,3)

(8,27,1)

(30,27,1)

(21,28,1)

(18,30,2)

(49,33,7)

(50,33,4)

(2,35,2)

(16,35,2)

(45,35,3)

(27,37,3)

(44,37,7)

(48,37,2)

(13,38,1)

(31,38,1)

(32,38,4)

(41,38,4)

(17,39,6)

(46,39,4)

(1,40,4)

Queue 1: 
(38,8,1)
(38,8,1)(5,9,2)


Queue 2: 
(34,9,3)
(34,9,3)(23,12,4)


Queue 3: 
(14,10,4)
(14,10,4)(36,12,5)


Queue 4 empty

Queue 5: 
(26,11,5)


Time14

Waiting Clients:

(25,16,7)

(4,18,5)

(29,18,2)

(42,18,6)

(15,19,5)

(35,19,6)

(47,19,3)

(22,20,2)

(6,21,6)

(37,21,3)

(43,22,4)

(24,23,5)

(28,23,6)

(39,23,4)

(20,24,2)

(12,25,1)

(40,25,6)

(19,26,3)

(8,27,1)

(30,27,1)

(21,28,1)

(18,30,2)

(49,33,7)

(50,33,4)

(2,35,2)

(16,35,2)

(45,35,3)

(27,37,3)

(44,37,7)

(48,37,2)

(13,38,1)

(31,38,1)

(32,38,4)

(41,38,4)

(17,39,6)

(46,39,4)

(1,40,4)

Queue 1: 
(5,9,2)


Queue 2: 
(34,9,2)
(34,9,2)(23,12,4)


Queue 3: 
(14,10,3)
(14,10,3)(36,12,5)


Queue 4 empty

Queue 5: 
(26,11,4)


Time15

Waiting Clients:

(25,16,7)

(4,18,5)

(29,18,2)

(42,18,6)

(15,19,5)

(35,19,6)

(47,19,3)

(22,20,2)

(6,21,6)

(37,21,3)

(43,22,4)

(24,23,5)

(28,23,6)

(39,23,4)

(20,24,2)

(12,25,1)

(40,25,6)

(19,26,3)

(8,27,1)

(30,27,1)

(21,28,1)

(18,30,2)

(49,33,7)

(50,33,4)

(2,35,2)

(16,35,2)

(45,35,3)

(27,37,3)

(44,37,7)

(48,37,2)

(13,38,1)

(31,38,1)

(32,38,4)

(41,38,4)

(17,39,6)

(46,39,4)

(1,40,4)

Queue 1: 
(5,9,1)


Queue 2: 
(34,9,1)
(34,9,1)(23,12,4)


Queue 3: 
(14,10,2)
(14,10,2)(36,12,5)


Queue 4 empty

Queue 5: 
(26,11,3)


Time16

Waiting Clients:

(4,18,5)

(29,18,2)

(42,18,6)

(15,19,5)

(35,19,6)

(47,19,3)

(22,20,2)

(6,21,6)

(37,21,3)

(43,22,4)

(24,23,5)

(28,23,6)

(39,23,4)

(20,24,2)

(12,25,1)

(40,25,6)

(19,26,3)

(8,27,1)

(30,27,1)

(21,28,1)

(18,30,2)

(49,33,7)

(50,33,4)

(2,35,2)

(16,35,2)

(45,35,3)

(27,37,3)

(44,37,7)

(48,37,2)

(13,38,1)

(31,38,1)

(32,38,4)

(41,38,4)

(17,39,6)

(46,39,4)

(1,40,4)

Queue 1: 
(25,16,7)


Queue 2: 
(23,12,4)


Queue 3: 
(14,10,1)
(14,10,1)(36,12,5)


Queue 4 empty

Queue 5: 
(26,11,2)


Time17

Waiting Clients:

(4,18,5)

(29,18,2)

(42,18,6)

(15,19,5)

(35,19,6)

(47,19,3)

(22,20,2)

(6,21,6)

(37,21,3)

(43,22,4)

(24,23,5)

(28,23,6)

(39,23,4)

(20,24,2)

(12,25,1)

(40,25,6)

(19,26,3)

(8,27,1)

(30,27,1)

(21,28,1)

(18,30,2)

(49,33,7)

(50,33,4)

(2,35,2)

(16,35,2)

(45,35,3)

(27,37,3)

(44,37,7)

(48,37,2)

(13,38,1)

(31,38,1)

(32,38,4)

(41,38,4)

(17,39,6)

(46,39,4)

(1,40,4)

Queue 1: 
(25,16,6)


Queue 2: 
(23,12,3)


Queue 3: 
(36,12,5)


Queue 4 empty

Queue 5: 
(26,11,1)


Time18

Waiting Clients:

(15,19,5)

(35,19,6)

(47,19,3)

(22,20,2)

(6,21,6)

(37,21,3)

(43,22,4)

(24,23,5)

(28,23,6)

(39,23,4)

(20,24,2)

(12,25,1)

(40,25,6)

(19,26,3)

(8,27,1)

(30,27,1)

(21,28,1)

(18,30,2)

(49,33,7)

(50,33,4)

(2,35,2)

(16,35,2)

(45,35,3)

(27,37,3)

(44,37,7)

(48,37,2)

(13,38,1)

(31,38,1)

(32,38,4)

(41,38,4)

(17,39,6)

(46,39,4)

(1,40,4)

Queue 1: 
(25,16,5)
(25,16,5)(42,18,6)


Queue 2: 
(23,12,2)


Queue 3: 
(36,12,4)


Queue 4: 
(4,18,5)


Queue 5: 
(29,18,2)


Time19

Waiting Clients:

(22,20,2)

(6,21,6)

(37,21,3)

(43,22,4)

(24,23,5)

(28,23,6)

(39,23,4)

(20,24,2)

(12,25,1)

(40,25,6)

(19,26,3)

(8,27,1)

(30,27,1)

(21,28,1)

(18,30,2)

(49,33,7)

(50,33,4)

(2,35,2)

(16,35,2)

(45,35,3)

(27,37,3)

(44,37,7)

(48,37,2)

(13,38,1)

(31,38,1)

(32,38,4)

(41,38,4)

(17,39,6)

(46,39,4)

(1,40,4)

Queue 1: 
(25,16,4)
(25,16,4)(42,18,6)


Queue 2: 
(23,12,1)
(23,12,1)(15,19,5)


Queue 3: 
(36,12,3)
(36,12,3)(35,19,6)


Queue 4: 
(4,18,4)
(4,18,4)(47,19,3)


Queue 5: 
(29,18,1)


Time20

Waiting Clients:

(6,21,6)

(37,21,3)

(43,22,4)

(24,23,5)

(28,23,6)

(39,23,4)

(20,24,2)

(12,25,1)

(40,25,6)

(19,26,3)

(8,27,1)

(30,27,1)

(21,28,1)

(18,30,2)

(49,33,7)

(50,33,4)

(2,35,2)

(16,35,2)

(45,35,3)

(27,37,3)

(44,37,7)

(48,37,2)

(13,38,1)

(31,38,1)

(32,38,4)

(41,38,4)

(17,39,6)

(46,39,4)

(1,40,4)

Queue 1: 
(25,16,3)
(25,16,3)(42,18,6)


Queue 2: 
(15,19,5)


Queue 3: 
(36,12,2)
(36,12,2)(35,19,6)


Queue 4: 
(4,18,3)
(4,18,3)(47,19,3)


Queue 5: 
(22,20,2)


Time21

Waiting Clients:

(43,22,4)

(24,23,5)

(28,23,6)

(39,23,4)

(20,24,2)

(12,25,1)

(40,25,6)

(19,26,3)

(8,27,1)

(30,27,1)

(21,28,1)

(18,30,2)

(49,33,7)

(50,33,4)

(2,35,2)

(16,35,2)

(45,35,3)

(27,37,3)

(44,37,7)

(48,37,2)

(13,38,1)

(31,38,1)

(32,38,4)

(41,38,4)

(17,39,6)

(46,39,4)

(1,40,4)

Queue 1: 
(25,16,2)
(25,16,2)(42,18,6)


Queue 2: 
(15,19,4)
(15,19,4)(6,21,6)


Queue 3: 
(36,12,1)
(36,12,1)(35,19,6)


Queue 4: 
(4,18,2)
(4,18,2)(47,19,3)


Queue 5: 
(22,20,1)
(22,20,1)(37,21,3)


Time22

Waiting Clients:

(24,23,5)

(28,23,6)

(39,23,4)

(20,24,2)

(12,25,1)

(40,25,6)

(19,26,3)

(8,27,1)

(30,27,1)

(21,28,1)

(18,30,2)

(49,33,7)

(50,33,4)

(2,35,2)

(16,35,2)

(45,35,3)

(27,37,3)

(44,37,7)

(48,37,2)

(13,38,1)

(31,38,1)

(32,38,4)

(41,38,4)

(17,39,6)

(46,39,4)

(1,40,4)

Queue 1: 
(25,16,1)
(25,16,1)(42,18,6)


Queue 2: 
(15,19,3)
(15,19,3)(6,21,6)


Queue 3: 
(35,19,6)
(35,19,6)(43,22,4)


Queue 4: 
(4,18,1)
(4,18,1)(47,19,3)


Queue 5: 
(37,21,3)


Time23

Waiting Clients:

(20,24,2)

(12,25,1)

(40,25,6)

(19,26,3)

(8,27,1)

(30,27,1)

(21,28,1)

(18,30,2)

(49,33,7)

(50,33,4)

(2,35,2)

(16,35,2)

(45,35,3)

(27,37,3)

(44,37,7)

(48,37,2)

(13,38,1)

(31,38,1)

(32,38,4)

(41,38,4)

(17,39,6)

(46,39,4)

(1,40,4)

Queue 1: 
(42,18,6)
(42,18,6)(24,23,5)


Queue 2: 
(15,19,2)
(15,19,2)(6,21,6)


Queue 3: 
(35,19,5)
(35,19,5)(43,22,4)


Queue 4: 
(47,19,3)
(47,19,3)(28,23,6)


Queue 5: 
(37,21,2)
(37,21,2)(39,23,4)


Time24

Waiting Clients:

(12,25,1)

(40,25,6)

(19,26,3)

(8,27,1)

(30,27,1)

(21,28,1)

(18,30,2)

(49,33,7)

(50,33,4)

(2,35,2)

(16,35,2)

(45,35,3)

(27,37,3)

(44,37,7)

(48,37,2)

(13,38,1)

(31,38,1)

(32,38,4)

(41,38,4)

(17,39,6)

(46,39,4)

(1,40,4)

Queue 1: 
(42,18,5)
(42,18,5)(24,23,5)
(42,18,5)(24,23,5)(20,24,2)


Queue 2: 
(15,19,1)
(15,19,1)(6,21,6)


Queue 3: 
(35,19,4)
(35,19,4)(43,22,4)


Queue 4: 
(47,19,2)
(47,19,2)(28,23,6)


Queue 5: 
(37,21,1)
(37,21,1)(39,23,4)


Time25

Waiting Clients:

(19,26,3)

(8,27,1)

(30,27,1)

(21,28,1)

(18,30,2)

(49,33,7)

(50,33,4)

(2,35,2)

(16,35,2)

(45,35,3)

(27,37,3)

(44,37,7)

(48,37,2)

(13,38,1)

(31,38,1)

(32,38,4)

(41,38,4)

(17,39,6)

(46,39,4)

(1,40,4)

Queue 1: 
(42,18,4)
(42,18,4)(24,23,5)
(42,18,4)(24,23,5)(20,24,2)


Queue 2: 
(6,21,6)
(6,21,6)(12,25,1)


Queue 3: 
(35,19,3)
(35,19,3)(43,22,4)


Queue 4: 
(47,19,1)
(47,19,1)(28,23,6)


Queue 5: 
(39,23,4)
(39,23,4)(40,25,6)


Time26

Waiting Clients:

(8,27,1)

(30,27,1)

(21,28,1)

(18,30,2)

(49,33,7)

(50,33,4)

(2,35,2)

(16,35,2)

(45,35,3)

(27,37,3)

(44,37,7)

(48,37,2)

(13,38,1)

(31,38,1)

(32,38,4)

(41,38,4)

(17,39,6)

(46,39,4)

(1,40,4)

Queue 1: 
(42,18,3)
(42,18,3)(24,23,5)
(42,18,3)(24,23,5)(20,24,2)


Queue 2: 
(6,21,5)
(6,21,5)(12,25,1)


Queue 3: 
(35,19,2)
(35,19,2)(43,22,4)


Queue 4: 
(28,23,6)
(28,23,6)(19,26,3)


Queue 5: 
(39,23,3)
(39,23,3)(40,25,6)


Time27

Waiting Clients:

(21,28,1)

(18,30,2)

(49,33,7)

(50,33,4)

(2,35,2)

(16,35,2)

(45,35,3)

(27,37,3)

(44,37,7)

(48,37,2)

(13,38,1)

(31,38,1)

(32,38,4)

(41,38,4)

(17,39,6)

(46,39,4)

(1,40,4)

Queue 1: 
(42,18,2)
(42,18,2)(24,23,5)
(42,18,2)(24,23,5)(20,24,2)


Queue 2: 
(6,21,4)
(6,21,4)(12,25,1)
(6,21,4)(12,25,1)(8,27,1)


Queue 3: 
(35,19,1)
(35,19,1)(43,22,4)
(35,19,1)(43,22,4)(30,27,1)


Queue 4: 
(28,23,5)
(28,23,5)(19,26,3)


Queue 5: 
(39,23,2)
(39,23,2)(40,25,6)


Time28

Waiting Clients:

(18,30,2)

(49,33,7)

(50,33,4)

(2,35,2)

(16,35,2)

(45,35,3)

(27,37,3)

(44,37,7)

(48,37,2)

(13,38,1)

(31,38,1)

(32,38,4)

(41,38,4)

(17,39,6)

(46,39,4)

(1,40,4)

Queue 1: 
(42,18,1)
(42,18,1)(24,23,5)
(42,18,1)(24,23,5)(20,24,2)


Queue 2: 
(6,21,3)
(6,21,3)(12,25,1)
(6,21,3)(12,25,1)(8,27,1)


Queue 3: 
(43,22,4)
(43,22,4)(30,27,1)
(43,22,4)(30,27,1)(21,28,1)


Queue 4: 
(28,23,4)
(28,23,4)(19,26,3)


Queue 5: 
(39,23,1)
(39,23,1)(40,25,6)


Time29

Waiting Clients:

(18,30,2)

(49,33,7)

(50,33,4)

(2,35,2)

(16,35,2)

(45,35,3)

(27,37,3)

(44,37,7)

(48,37,2)

(13,38,1)

(31,38,1)

(32,38,4)

(41,38,4)

(17,39,6)

(46,39,4)

(1,40,4)

Queue 1: 
(24,23,5)
(24,23,5)(20,24,2)


Queue 2: 
(6,21,2)
(6,21,2)(12,25,1)
(6,21,2)(12,25,1)(8,27,1)


Queue 3: 
(43,22,3)
(43,22,3)(30,27,1)
(43,22,3)(30,27,1)(21,28,1)


Queue 4: 
(28,23,3)
(28,23,3)(19,26,3)


Queue 5: 
(40,25,6)


Time30

Waiting Clients:

(49,33,7)

(50,33,4)

(2,35,2)

(16,35,2)

(45,35,3)

(27,37,3)

(44,37,7)

(48,37,2)

(13,38,1)

(31,38,1)

(32,38,4)

(41,38,4)

(17,39,6)

(46,39,4)

(1,40,4)

Queue 1: 
(24,23,4)
(24,23,4)(20,24,2)


Queue 2: 
(6,21,1)
(6,21,1)(12,25,1)
(6,21,1)(12,25,1)(8,27,1)


Queue 3: 
(43,22,2)
(43,22,2)(30,27,1)
(43,22,2)(30,27,1)(21,28,1)


Queue 4: 
(28,23,2)
(28,23,2)(19,26,3)


Queue 5: 
(40,25,5)
(40,25,5)(18,30,2)


Time31

Waiting Clients:

(49,33,7)

(50,33,4)

(2,35,2)

(16,35,2)

(45,35,3)

(27,37,3)

(44,37,7)

(48,37,2)

(13,38,1)

